%time,field.header.seq,field.header.stamp,field.header.frame_id,field.lat,field.lon,field.alt,field.utm_east,field.utm_north,field.fix,field.zone_num,field.zone_letter
1582824889230306583,2120,1582824889226810932,,42.33741154,-71.08704187,2.165,328068.659978,4689349.1976,5,19,T
1582824890331508158,2121,1582824890327759981,,42.3374115,-71.08704187,2.166,328068.659869,4689349.19316,5,19,T
1582824891432689528,2122,1582824891428877115,,42.3374115083,-71.0870418667,2.159,328068.660166,4689349.19408,5,19,T
1582824892528815731,2123,1582824892525144100,,42.3374114633,-71.087041895,2.157,328068.657709,4689349.18914,5,19,T
1582824893630042671,2124,1582824893626324892,,42.3374114117,-71.08704184,2.153,328068.662099,4689349.18329,5,19,T
1582824894729829719,2125,1582824894726335048,,42.3374115117,-71.08704159,2.129,328068.682968,4689349.19389,5,19,T
1582824895830791115,2126,1582824895827079057,,42.3374115433,-71.0870415,2.13,328068.690469,4689349.19722,5,19,T
1582824896928382658,2127,1582824896924835920,,42.33741149,-71.0870414267,2.132,328068.696365,4689349.19115,5,19,T
1582824898030780828,2128,1582824898026977062,,42.33741147,-71.0870413933,2.14,328068.699056,4689349.18886,5,19,T
1582824899121844575,2129,1582824899121176958,,42.337411525,-71.08704124,2.14,328068.711839,4689349.19466,5,19,T
1582824900229600755,2130,1582824900226000070,,42.33741145,-71.0870412133,2.15,328068.713831,4689349.18628,5,19,T
1582824901329120022,2131,1582824901325264930,,42.3374115017,-71.08704112,2.146,328068.721661,4689349.19183,5,19,T
1582824902429531858,2132,1582824902425937891,,42.3374114367,-71.08704109,2.149,328068.723955,4689349.18455,5,19,T
1582824903529736966,2133,1582824903525608062,,42.3374115083,-71.08704092,2.133,328068.738156,4689349.19216,5,19,T
1582824904632437090,2134,1582824904628659963,,42.3374114783,-71.0870409017,2.144,328068.739585,4689349.18879,5,19,T
1582824905730647883,2135,1582824905727163076,,42.33741149,-71.0870407583,2.137,328068.751425,4689349.1898,5,19,T
1582824906827315789,2136,1582824906826833009,,42.3374116033,-71.0870405117,2.113,328068.772055,4689349.20189,5,19,T
1582824907925991820,2137,1582824907925031900,,42.3374116133,-71.0870403567,2.104,328068.784852,4689349.20268,5,19,T
1582824909030092099,2138,1582824909026376008,,42.33741167,-71.0870402233,2.097,328068.795991,4689349.20871,5,19,T
1582824910123123351,2139,1582824910122523069,,42.3374116667,-71.0870401733,2.097,328068.800101,4689349.20824,5,19,T
1582824911228222659,2140,1582824911224443912,,42.337411635,-71.087040215,2.12,328068.796582,4689349.2048,5,19,T
1582824912329502407,2141,1582824912325788021,,42.3374126383,-71.0870359717,1.793,328069.148898,4689349.30764,5,19,T
1582824913431600152,2142,1582824913427943944,,42.337412665,-71.0870360233,1.792,328069.144714,4689349.3107,5,19,T
1582824914533665450,2143,1582824914529613971,,42.3374126933,-71.0870359983,1.793,328069.146851,4689349.3138,5,19,T
1582824915629087714,2144,1582824915625724077,,42.33741268,-71.0870361083,1.805,328069.137753,4689349.31254,5,19,T
1582824916525246386,2145,1582824916524313926,,42.33741275,-71.0870360633,1.797,328069.141651,4689349.32022,5,19,T
1582824917444447603,2146,1582824917428915023,,42.337412775,-71.087036065,1.795,328069.141582,4689349.323,5,19,T
1582824918330079926,2147,1582824918326358079,,42.3374127633,-71.0870361133,1.798,328069.137568,4689349.3218,5,19,T
1582824919424622994,2148,1582824919423439025,,42.3374127683,-71.08703614,1.807,328069.135385,4689349.32241,5,19,T
1582824920330500358,2149,1582824920326617002,,42.3374127833,-71.0870362533,1.817,328069.126089,4689349.32431,5,19,T
1582824921230794152,2150,1582824921227108001,,42.3374127717,-71.087036325,1.82,328069.120153,4689349.32316,5,19,T
1582824922123657869,2151,1582824922122839927,,42.337412815,-71.0870364933,1.825,328069.106403,4689349.32831,5,19,T
1582824923030723547,2152,1582824923026967048,,42.3374128583,-71.0870363517,1.814,328069.118192,4689349.33283,5,19,T
1582824923931137627,2153,1582824923926529884,,42.33741284,-71.0870364983,1.823,328069.106059,4689349.33109,5,19,T
1582824924831564276,2154,1582824924827517986,,42.33741283,-71.0870365217,1.819,328069.10411,4689349.33003,5,19,T
1582824925733416078,2155,1582824925729759931,,42.3374128533,-71.0870365417,1.844,328069.102525,4689349.33266,5,19,T
1582824926632648336,2156,1582824926628909111,,42.3374129033,-71.087036575,1.838,328069.099916,4689349.33828,5,19,T
1582824927544030773,2157,1582824927532259941,,42.3374128833,-71.0870367,1.852,328069.089563,4689349.33631,5,19,T
1582824928633683416,2158,1582824928630192995,,42.3374129067,-71.0870366533,1.846,328069.093471,4689349.33881,5,19,T
1582824929730846994,2159,1582824929727242946,,42.3374129383,-71.0870367833,1.865,328069.082848,4689349.34259,5,19,T
1582824930831057043,2160,1582824930827455043,,42.3374160067,-71.0870417233,1.806,328068.684234,4689349.69329,5,19,T
1582824931728772546,2161,1582824931725063085,,42.3374162,-71.0870417617,1.817,328068.681603,4689349.71484,5,19,T
1582824932626769169,2162,1582824932626287937,,42.3374161333,-71.08704198,1.816,328068.663434,4689349.70788,5,19,T
1582824933528608578,2163,1582824933524934053,,42.3374161283,-71.08704229,1.836,328068.637881,4689349.70795,5,19,T
1582824934428004219,2164,1582824934424401044,,42.3374162133,-71.087042325,1.854,328068.63523,4689349.71746,5,19,T
1582824935338600403,2165,1582824935328603029,,42.3374163883,-71.0870422367,1.84,328068.642984,4689349.73671,5,19,T
1582824936237564710,2166,1582824936228816032,,42.3374164233,-71.0870423583,1.846,328068.633056,4689349.74084,5,19,T
1582824937121091429,2167,1582824937120450019,,42.3374165867,-71.0870423517,1.845,328068.63405,4689349.75897,5,19,T
1582824938028137720,2168,1582824938024463891,,42.337416575,-71.08704257,1.857,328068.616031,4689349.75811,5,19,T
